alpha_type,iter,alpha,status,X_1_1,X_1_2,X_1_3,X_1_4,X_1_5,X_1_6,X_1_7,X_1_8,X_1_9,X_1_10,X_1_11,X_1_12,X_2_1,X_2_2,X_2_3,X_2_4,X_2_5,X_2_6,X_2_7,X_2_8,X_2_9,X_2_10,X_2_11,X_2_12,Y_1_1,Y_1_2,Y_1_3,Y_1_4,Y_1_5,Y_1_6,Y_1_7,Y_1_8,Y_1_9,Y_1_10,Y_1_11,Y_1_12,Y_2_1,Y_2_2,Y_2_3,Y_2_4,Y_2_5,Y_2_6,Y_2_7,Y_2_8,Y_2_9,Y_2_10,Y_2_11,Y_2_12,obj_value,f1,f2,f3
alpha_lin,221,0.22122122122122123,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944962142556369,9497821.6,24.0,9310.0
alpha_lin,222,0.2222222222222222,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9447131024774368,9497821.6,24.0,9310.0
alpha_lin,223,0.22322322322322322,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9444640623985074,9497821.6,24.0,9310.0
alpha_lin,224,0.22422422422422422,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9442150223195778,9497821.6,24.0,9310.0
alpha_lin,225,0.22522522522522523,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9439659822406455,9497821.6,24.0,9310.0
alpha_lin,226,0.22622622622622623,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9437169421617159,9497821.6,24.0,9310.0
alpha_lin,227,0.2272272272272272,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9434679020827865,9497821.6,24.0,9310.0
alpha_lin,228,0.22822822822822822,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9432188620038543,9497821.6,24.0,9310.0
alpha_lin,229,0.22922922922922923,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9429698219249247,9497821.6,24.0,9310.0
alpha_lin,230,0.23023023023023023,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9427207818459953,9497821.6,24.0,9310.0
alpha_lin,231,0.23123123123123124,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.942471741767063,9497821.6,24.0,9310.0
alpha_lin,232,0.23223223223223222,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9422227016881333,9497821.6,24.0,9310.0
alpha_lin,233,0.23323323323323322,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9419736616092039,9497821.6,24.0,9310.0
alpha_lin,234,0.23423423423423423,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9417246215302717,9497821.6,24.0,9310.0
alpha_lin,235,0.23523523523523523,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9414755814513422,9497821.6,24.0,9310.0
alpha_lin,236,0.23623623623623624,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9412265413724126,9497821.6,24.0,9310.0
alpha_lin,237,0.23723723723723725,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9409775012934803,9497821.6,24.0,9310.0
alpha_lin,238,0.23823823823823823,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9407284612145508,9497821.6,24.0,9310.0
alpha_lin,239,0.23923923923923923,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9404794211356213,9497821.6,24.0,9310.0
alpha_lin,240,0.24024024024024024,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9402303810566892,9497821.6,24.0,9310.0
alpha_lin,241,0.24124124124124124,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9399813409777596,9497821.6,24.0,9310.0
alpha_lin,242,0.24224224224224225,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9397323008988301,9497821.6,24.0,9310.0
alpha_lin,243,0.24324324324324323,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9394832608198979,9497821.6,24.0,9310.0
alpha_lin,244,0.24424424424424424,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9392342207409683,9497821.6,24.0,9310.0
alpha_lin,245,0.24524524524524524,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9389851806620388,9497821.6,24.0,9310.0
alpha_lin,246,0.24624624624624625,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9387361405831066,9497821.6,24.0,9310.0
alpha_lin,247,0.24724724724724725,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9384871005041773,9497821.6,24.0,9310.0
alpha_lin,248,0.24824824824824826,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9382380604252449,9497821.6,24.0,9310.0
alpha_lin,249,0.24924924924924924,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9379890203463154,9497821.6,24.0,9310.0
alpha_lin,250,0.2502502502502503,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9377399802673858,9497821.6,24.0,9310.0
alpha_lin,251,0.25125125125125125,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9374909401884536,9497821.6,24.0,9310.0
alpha_lin,252,0.25225225225225223,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9372419001095241,9497821.6,24.0,9310.0
alpha_lin,253,0.25325325325325326,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9369928600305945,9497821.6,24.0,9310.0
alpha_lin,254,0.25425425425425424,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9367438199516622,9497821.6,24.0,9310.0
alpha_lin,255,0.2552552552552553,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9364947798727328,9497821.6,24.0,9310.0
alpha_lin,256,0.25625625625625625,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9362457397938031,9497821.6,24.0,9310.0
alpha_lin,257,0.25725725725725723,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9359966997148711,9497821.6,24.0,9310.0
alpha_lin,258,0.25825825825825827,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9357476596359415,9497821.6,24.0,9310.0
alpha_lin,259,0.25925925925925924,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.935498619557012,9497821.6,24.0,9310.0
alpha_lin,260,0.2602602602602603,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9352495794780797,9497821.6,24.0,9310.0
alpha_lin,261,0.26126126126126126,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9350005393991502,9497821.6,24.0,9310.0
alpha_lin,262,0.26226226226226224,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9347514993202205,9497821.6,24.0,9310.0
alpha_lin,263,0.26326326326326327,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9345024592412886,9497821.6,24.0,9310.0
alpha_lin,264,0.26426426426426425,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9342534191623588,9497821.6,24.0,9310.0
alpha_lin,265,0.2652652652652653,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9340043790834293,9497821.6,24.0,9310.0
alpha_lin,266,0.26626626626626626,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9337553390044971,9497821.6,24.0,9310.0
alpha_lin,267,0.26726726726726724,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9335062989255678,9497821.6,24.0,9310.0
alpha_lin,268,0.2682682682682683,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9332572588466382,9497821.6,24.0,9310.0
alpha_lin,269,0.26926926926926925,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9330082187677058,9497821.6,24.0,9310.0
alpha_lin,270,0.2702702702702703,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9327591786887763,9497821.6,24.0,9310.0
alpha_lin,271,0.27127127127127126,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9325101386098469,9497821.6,24.0,9310.0
alpha_lin,272,0.27227227227227224,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9322610985309147,9497821.6,24.0,9310.0
alpha_lin,273,0.2732732732732733,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9320120584519852,9497821.6,24.0,9310.0
alpha_lin,274,0.27427427427427425,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9317630183730554,9497821.6,24.0,9310.0
alpha_lin,275,0.2752752752752753,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9315139782941233,9497821.6,24.0,9310.0
alpha_lin,276,0.27627627627627627,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9312649382151937,9497821.6,24.0,9310.0
alpha_lin,277,0.2772772772772773,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9310158981362616,9497821.6,24.0,9310.0
alpha_lin,278,0.2782782782782783,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9307668580573321,9497821.6,24.0,9310.0
alpha_lin,279,0.27927927927927926,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9305178179784024,9497821.6,24.0,9310.0
alpha_lin,280,0.2802802802802803,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9302687778994702,9497821.6,24.0,9310.0
alpha_lin,281,0.28128128128128127,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9300197378205408,9497821.6,24.0,9310.0
alpha_lin,282,0.2822822822822823,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9297706977416113,9497821.6,24.0,9310.0
alpha_lin,283,0.2832832832832833,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9295216576626791,9497821.6,24.0,9310.0
alpha_lin,284,0.28428428428428426,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9292726175837495,9497821.6,24.0,9310.0
alpha_lin,285,0.2852852852852853,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9290235775048199,9497821.6,24.0,9310.0
alpha_lin,286,0.2862862862862863,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9287745374258878,9497821.6,24.0,9310.0
alpha_lin,287,0.2872872872872873,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9285254973469582,9497821.6,24.0,9310.0
alpha_lin,288,0.2882882882882883,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9282764572680287,9497821.6,24.0,9310.0
alpha_lin,289,0.28928928928928926,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9280274171890964,9497821.6,24.0,9310.0
alpha_lin,290,0.2902902902902903,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9277783771101671,9497821.6,24.0,9310.0
alpha_lin,291,0.2912912912912913,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9275293370312373,9497821.6,24.0,9310.0
alpha_lin,292,0.2922922922922923,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9272802969523052,9497821.6,24.0,9310.0
alpha_lin,293,0.2932932932932933,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9270312568733756,9497821.6,24.0,9310.0
alpha_lin,294,0.29429429429429427,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9267822167944462,9497821.6,24.0,9310.0
alpha_lin,295,0.2952952952952953,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.926533176715514,9497821.6,24.0,9310.0
alpha_lin,296,0.2962962962962963,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9262841366365843,9497821.6,24.0,9310.0
alpha_lin,297,0.2972972972972973,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9260350965576548,9497821.6,24.0,9310.0
alpha_lin,298,0.2982982982982983,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9257860564787226,9497821.6,24.0,9310.0
alpha_lin,299,0.29929929929929927,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925537016399793,9497821.6,24.0,9310.0
alpha_lin,300,0.3003003003003003,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9252879763208637,9497821.6,24.0,9310.0
alpha_lin,301,0.3013013013013013,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9250389362419312,9497821.6,24.0,9310.0
alpha_lin,302,0.3023023023023023,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9247898961630019,9497821.6,24.0,9310.0
alpha_lin,303,0.3033033033033033,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9245408560840698,9497821.6,24.0,9310.0
alpha_lin,304,0.30430430430430433,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9242918160051401,9497821.6,24.0,9310.0
alpha_lin,305,0.3053053053053053,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9240427759262106,9497821.6,24.0,9310.0
alpha_lin,306,0.3063063063063063,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9237937358472784,9497821.6,24.0,9310.0
alpha_lin,307,0.3073073073073073,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9235446957683487,9497821.6,24.0,9310.0
alpha_lin,308,0.3083083083083083,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9232956556894193,9497821.6,24.0,9310.0
alpha_lin,309,0.30930930930930933,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923046615610487,9497821.6,24.0,9310.0
alpha_lin,310,0.3103103103103103,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9227975755315575,9497821.6,24.0,9310.0
alpha_lin,311,0.3113113113113113,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.922548535452628,9497821.6,24.0,9310.0
alpha_lin,312,0.3123123123123123,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9222994953736957,9497821.6,24.0,9310.0
alpha_lin,313,0.3133133133133133,Optimal,1500,113,113,443,113,113,258,1277,113,113,386,113,1500,113,113,443,113,113,978,556,113,113,386,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9220504552947661,9497821.6,24.0,9310.0
